transfer_id,customer_id,transfer_ts,source_country,dest_country,corridor,send_currency,dest_currency,send_amount_gbp,fee_gbp,total_cost_gbp,fx_mid_rate,fx_spread,customer_rate,recipient_amount,fx_margin_gbp,n_line_items
560820,17811,2011-07-21 10:59:00,United Kingdom,India,United Kingdom -> India,GBP,INR,146.66,1.37,148.03,105.0,0.0047,104.5065,15326.92,0.69,11
560821,17848,2011-07-21 11:17:00,United Kingdom,France,United Kingdom -> France,GBP,EUR,109.45,1.39,110.84,1.17,0.0094,1.159002,126.85,1.03,2
560824,17935,2011-07-21 11:23:00,United Kingdom,Poland,United Kingdom -> Poland,GBP,PLN,134.57,1.44,136.01,5.05,0.0123,4.987885,671.22,1.66,27
560826,18073,2011-07-21 11:30:00,United Kingdom,Kenya,United Kingdom -> Kenya,GBP,KES,512.94,3.03,515.97,200.0,0.014,197.2,101151.77,7.18,8
560827,14517,2011-07-21 11:42:00,United Kingdom,Philippines,United Kingdom -> Philippines,GBP,PHP,252.45,1.74,254.19,71.0,0.0075,70.4675,17789.52,1.89,14
560828,14298,2011-07-21 11:55:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,1088.86,10.34,1099.2,1150.0,0.0051,1144.135,1245802.84,5.55,65
560829,17694,2011-07-21 12:00:00,United Kingdom,France,United Kingdom -> France,GBP,EUR,283.12,1.78,284.9,1.17,0.0094,1.159002,328.14,2.66,15
560833,16891,2011-07-21 12:14:00,United Kingdom,India,United Kingdom -> India,GBP,INR,205.66,1.37,207.03,105.0,0.0047,104.5065,21492.81,0.97,37
560834,16523,2011-07-21 12:15:00,United Kingdom,Poland,United Kingdom -> Poland,GBP,PLN,484.4,3.97,488.37,5.05,0.0123,4.987885,2416.13,5.96,11
560839,14527,2011-07-21 12:23:00,United Kingdom,Philippines,United Kingdom -> Philippines,GBP,PHP,121.54,1.42,122.96,71.0,0.0075,70.4675,8564.62,0.91,12
560841,14298,2011-07-21 12:25:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,2569.55,24.41,2593.96,1150.0,0.0051,1144.135,2939912.09,13.1,99
560843,14298,2011-07-21 12:27:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,99.0,0.94,99.94,1150.0,0.0051,1144.135,113269.36,0.5,1
560844,14298,2011-07-21 12:28:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,74.88,0.81,75.69,1150.0,0.0051,1144.135,85672.83,0.38,2
560845,15570,2011-07-21 12:29:00,United Kingdom,Poland,United Kingdom -> Poland,GBP,PLN,301.26,2.47,303.73,5.05,0.0123,4.987885,1502.65,3.71,21
560853,15311,2011-07-21 12:33:00,United Kingdom,Poland,United Kingdom -> Poland,GBP,PLN,460.7,3.78,464.48,5.05,0.0123,4.987885,2297.92,5.67,34
560854,13098,2011-07-21 12:46:00,United Kingdom,Poland,United Kingdom -> Poland,GBP,PLN,473.1,3.88,476.98,5.05,0.0123,4.987885,2359.77,5.82,16
560856,16607,2011-07-21 13:06:00,United Kingdom,India,United Kingdom -> India,GBP,INR,421.7,1.77,423.47,105.0,0.0047,104.5065,44070.39,1.98,27
560858,14403,2011-07-21 13:25:00,United Kingdom,Romania,United Kingdom -> Romania,GBP,RON,295.8,2.43,298.23,5.8,0.0141,5.71822,1691.45,4.17,2
560859,13668,2011-07-21 13:28:00,United Kingdom,Ghana,United Kingdom -> Ghana,GBP,GHS,87.3,1.97,89.27,15.5,0.0124,15.3078,1336.37,1.08,8
560861,17660,2011-07-21 13:37:00,United Kingdom,Philippines,United Kingdom -> Philippines,GBP,PHP,196.0,1.42,197.42,71.0,0.0075,70.4675,13811.63,1.47,45
560862,14085,2011-07-21 13:48:00,United Kingdom,Pakistan,United Kingdom -> Pakistan,GBP,PKR,287.83,1.53,289.36,355.0,0.0123,350.6335,100922.84,3.54,44
560863,12748,2011-07-21 13:53:00,United Kingdom,Romania,United Kingdom -> Romania,GBP,RON,127.83,1.05,128.88,5.8,0.0141,5.71822,730.96,1.8,34
560864,14407,2011-07-21 13:54:00,United Kingdom,Pakistan,United Kingdom -> Pakistan,GBP,PKR,475.36,2.52,477.88,355.0,0.0123,350.6335,166677.14,5.85,24
560868,14866,2011-07-21 14:14:00,United Kingdom,Germany,United Kingdom -> Germany,GBP,EUR,82.92,1.89,84.81,1.17,0.0107,1.157481,95.98,0.89,23
560870,13157,2011-07-21 14:34:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,375.26,3.56,378.82,1150.0,0.0051,1144.135,429348.1,1.91,18
560871,14745,2011-07-21 14:40:00,United Kingdom,India,United Kingdom -> India,GBP,INR,20.8,1.37,22.17,105.0,0.0047,104.5065,2173.74,0.1,1
560872,14745,2011-07-21 14:41:00,United Kingdom,India,United Kingdom -> India,GBP,INR,338.03,1.42,339.45,105.0,0.0047,104.5065,35326.33,1.59,19
560873,13881,2011-07-21 14:52:00,United Kingdom,Ghana,United Kingdom -> Ghana,GBP,GHS,563.07,2.36,565.43,15.5,0.0124,15.3078,8619.36,6.98,7
560875,13562,2011-07-21 15:12:00,United Kingdom,Pakistan,United Kingdom -> Pakistan,GBP,PKR,606.46,3.21,609.67,355.0,0.0123,350.6335,212645.19,7.46,29
560876,12626,2011-07-21 15:14:00,Germany,USA,Germany -> USA,GBP,USD,1159.06,8.58,1167.64,1.27,0.0067,1.261491,1462.14,7.77,36
560878,14410,2011-07-21 15:16:00,United Kingdom,India,United Kingdom -> India,GBP,INR,201.18,1.37,202.55,105.0,0.0047,104.5065,21024.62,0.95,40
560879,16654,2011-07-21 15:23:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,64.02,0.81,64.83,1150.0,0.0051,1144.135,73247.52,0.33,5
560881,17965,2011-07-21 15:45:00,United Kingdom,India,United Kingdom -> India,GBP,INR,56.3,1.37,57.67,105.0,0.0047,104.5065,5883.72,0.26,9
560882,17213,2011-07-21 15:47:00,United Kingdom,USA,United Kingdom -> USA,GBP,USD,312.59,1.55,314.14,1.27,0.0101,1.257173,392.98,3.16,19
560883,13694,2011-07-21 16:10:00,United Kingdom,Germany,United Kingdom -> Germany,GBP,EUR,452.71,4.03,456.74,1.17,0.0107,1.157481,524.0,4.84,13
560884,13694,2011-07-21 16:12:00,United Kingdom,Germany,United Kingdom -> Germany,GBP,EUR,890.0,7.92,897.92,1.17,0.0107,1.157481,1030.16,9.52,7
560885,16188,2011-07-21 16:20:00,United Kingdom,India,United Kingdom -> India,GBP,INR,189.26,1.37,190.63,105.0,0.0047,104.5065,19778.9,0.89,13
560886,16041,2011-07-21 16:27:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,675.0,6.41,681.41,1150.0,0.0051,1144.135,772291.12,3.44,1
560887,16041,2011-07-21 16:28:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,2064.8,19.62,2084.42,1150.0,0.0051,1144.135,2362409.95,10.53,4
560888,15380,2011-07-21 16:33:00,United Kingdom,Philippines,United Kingdom -> Philippines,GBP,PHP,352.46,2.43,354.89,71.0,0.0075,70.4675,24836.98,2.64,16
560891,15106,2011-07-21 17:02:00,United Kingdom,Germany,United Kingdom -> Germany,GBP,EUR,254.38,2.26,256.64,1.17,0.0107,1.157481,294.44,2.72,19
560892,13089,2011-07-21 17:08:00,United Kingdom,Romania,United Kingdom -> Romania,GBP,RON,877.36,7.19,884.55,5.8,0.0141,5.71822,5016.94,12.37,35
560893,13804,2011-07-21 17:08:00,United Kingdom,Poland,United Kingdom -> Poland,GBP,PLN,310.34,2.54,312.88,5.05,0.0123,4.987885,1547.94,3.82,18
560894,14911,2011-07-21 17:09:00,EIRE,Nigeria,EIRE -> Nigeria,GBP,NGN,751.75,3.01,754.76,1150.0,0.0127,1135.395,853533.19,9.55,19
560895,13089,2011-07-21 17:12:00,United Kingdom,Romania,United Kingdom -> Romania,GBP,RON,1021.92,8.38,1030.3,5.8,0.0141,5.71822,5843.56,14.41,41
560896,15623,2011-07-21 17:26:00,United Kingdom,Poland,United Kingdom -> Poland,GBP,PLN,301.03,2.47,303.5,5.05,0.0123,4.987885,1501.5,3.7,19
560897,12971,2011-07-21 17:26:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,139.2,1.32,140.52,1150.0,0.0051,1144.135,159263.59,0.71,2
560901,12476,2011-07-21 17:39:00,Germany,Philippines,Germany -> Philippines,GBP,PHP,746.57,3.88,750.45,71.0,0.0139,70.0131,52269.68,10.38,32
560906,15827,2011-07-21 17:55:00,United Kingdom,Philippines,United Kingdom -> Philippines,GBP,PHP,173.8,1.42,175.22,71.0,0.0075,70.4675,12247.25,1.3,10
560908,15827,2011-07-21 17:56:00,United Kingdom,Philippines,United Kingdom -> Philippines,GBP,PHP,86.24,1.42,87.66,71.0,0.0075,70.4675,6077.12,0.65,5
560911,17961,2011-07-21 18:00:00,United Kingdom,France,United Kingdom -> France,GBP,EUR,41.1,1.39,42.49,1.17,0.0094,1.159002,47.63,0.39,9
560913,17961,2011-07-21 18:07:00,United Kingdom,France,United Kingdom -> France,GBP,EUR,4.25,1.39,5.64,1.17,0.0094,1.159002,4.93,0.04,1
560914,17175,2011-07-21 18:08:00,United Kingdom,Philippines,United Kingdom -> Philippines,GBP,PHP,310.93,2.15,313.08,71.0,0.0075,70.4675,21910.46,2.33,16
560915,13313,2011-07-21 18:19:00,United Kingdom,India,United Kingdom -> India,GBP,INR,308.6,1.37,309.97,105.0,0.0047,104.5065,32250.71,1.45,16
560916,14911,2011-07-21 18:19:00,EIRE,Nigeria,EIRE -> Nigeria,GBP,NGN,325.64,1.49,327.13,1150.0,0.0127,1135.395,369730.03,4.14,10
560917,17949,2011-07-21 18:21:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,833.85,7.92,841.77,1150.0,0.0051,1144.135,954036.97,4.25,1
560918,14849,2011-07-21 18:27:00,United Kingdom,Pakistan,United Kingdom -> Pakistan,GBP,PKR,813.89,4.31,818.2,355.0,0.0123,350.6335,285377.1,10.01,42
560919,15971,2011-07-21 18:31:00,United Kingdom,France,United Kingdom -> France,GBP,EUR,430.0,2.71,432.71,1.17,0.0094,1.159002,498.37,4.04,1
560920,15370,2011-07-21 18:36:00,United Kingdom,Poland,United Kingdom -> Poland,GBP,PLN,385.52,3.16,388.68,5.05,0.0123,4.987885,1922.93,4.74,17
560921,16224,2011-07-21 19:17:00,United Kingdom,Poland,United Kingdom -> Poland,GBP,PLN,322.67,2.65,325.32,5.05,0.0123,4.987885,1609.44,3.97,22
560922,14911,2011-07-21 19:34:00,EIRE,Nigeria,EIRE -> Nigeria,GBP,NGN,260.9,1.49,262.39,1150.0,0.0127,1135.395,296224.56,3.31,12
560924,15061,2011-07-22 09:01:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,647.92,6.16,654.08,1150.0,0.0051,1144.135,741307.95,3.3,4
560925,15061,2011-07-22 09:02:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,1665.2,15.82,1681.02,1150.0,0.0051,1144.135,1905213.6,8.49,10
560927,13078,2011-07-22 09:55:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,572.93,5.44,578.37,1150.0,0.0051,1144.135,655509.27,2.92,21
560928,14852,2011-07-22 10:00:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,425.96,4.05,430.01,1150.0,0.0051,1144.135,487355.74,2.17,21
560929,16866,2011-07-22 10:06:00,United Kingdom,Bangladesh,United Kingdom -> Bangladesh,GBP,BDT,53.79,1.76,55.55,139.0,0.009,137.749,7409.52,0.48,5
560930,15829,2011-07-22 10:23:00,United Kingdom,Bangladesh,United Kingdom -> Bangladesh,GBP,BDT,325.44,2.38,327.82,139.0,0.009,137.749,44829.03,2.93,26
560931,16365,2011-07-22 10:25:00,United Kingdom,Ghana,United Kingdom -> Ghana,GBP,GHS,175.05,1.97,177.02,15.5,0.0124,15.3078,2679.63,2.17,6
560934,16722,2011-07-22 10:48:00,United Kingdom,Poland,United Kingdom -> Poland,GBP,PLN,374.28,3.07,377.35,5.05,0.0123,4.987885,1866.87,4.6,14
560937,17920,2011-07-22 10:52:00,United Kingdom,Germany,United Kingdom -> Germany,GBP,EUR,218.56,1.95,220.51,1.17,0.0107,1.157481,252.98,2.34,68
560942,15005,2011-07-22 11:31:00,United Kingdom,Germany,United Kingdom -> Germany,GBP,EUR,164.92,1.89,166.81,1.17,0.0107,1.157481,190.89,1.76,32
560972,14209,2011-07-22 11:44:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,438.5,4.17,442.67,1150.0,0.0051,1144.135,501703.2,2.24,15
560974,14426,2011-07-22 11:55:00,United Kingdom,Philippines,United Kingdom -> Philippines,GBP,PHP,508.25,3.51,511.76,71.0,0.0075,70.4675,35815.11,3.81,26
560975,14426,2011-07-22 11:56:00,United Kingdom,Philippines,United Kingdom -> Philippines,GBP,PHP,167.4,1.42,168.82,71.0,0.0075,70.4675,11796.26,1.26,8
560976,18146,2011-07-22 12:08:00,United Kingdom,Bangladesh,United Kingdom -> Bangladesh,GBP,BDT,83.7,1.76,85.46,139.0,0.009,137.749,11529.59,0.75,6
560977,16839,2011-07-22 12:09:00,United Kingdom,India,United Kingdom -> India,GBP,INR,422.4,1.77,424.17,105.0,0.0047,104.5065,44143.55,1.99,14
560978,15815,2011-07-22 12:20:00,United Kingdom,Ghana,United Kingdom -> Ghana,GBP,GHS,480.62,2.02,482.64,15.5,0.0124,15.3078,7357.23,5.96,21
560979,15232,2011-07-22 12:21:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,310.36,2.95,313.31,1150.0,0.0051,1144.135,355093.74,1.58,18
560980,16107,2011-07-22 12:41:00,United Kingdom,Kenya,United Kingdom -> Kenya,GBP,KES,318.8,1.88,320.68,200.0,0.014,197.2,62867.36,4.46,3
560988,15854,2011-07-22 13:17:00,United Kingdom,Romania,United Kingdom -> Romania,GBP,RON,356.0,2.92,358.92,5.8,0.0141,5.71822,2035.69,5.02,5
560989,15704,2011-07-22 13:20:00,United Kingdom,France,United Kingdom -> France,GBP,EUR,748.14,4.71,752.85,1.17,0.0094,1.159002,867.1,7.03,41
560991,12438,2011-07-22 13:29:00,Norway,Nigeria,Norway -> Nigeria,GBP,NGN,890.07,9.97,900.04,1150.0,0.0101,1138.385,1013242.34,8.99,49
560992,18161,2011-07-22 13:31:00,United Kingdom,Philippines,United Kingdom -> Philippines,GBP,PHP,224.94,1.55,226.49,71.0,0.0075,70.4675,15850.96,1.69,9
560994,15704,2011-07-22 13:35:00,United Kingdom,France,United Kingdom -> France,GBP,EUR,38.16,1.39,39.55,1.17,0.0094,1.159002,44.23,0.36,2
560996,17625,2011-07-22 13:53:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,685.1,6.51,691.61,1150.0,0.0051,1144.135,783846.89,3.49,101
560997,12627,2011-07-22 13:59:00,Germany,Poland,Germany -> Poland,GBP,PLN,768.02,4.53,772.55,5.05,0.0068,5.01566,3852.13,5.22,40
560998,14243,2011-07-22 14:07:00,United Kingdom,France,United Kingdom -> France,GBP,EUR,214.62,1.39,216.01,1.17,0.0094,1.159002,248.75,2.02,14
561001,16711,2011-07-22 14:23:00,United Kingdom,Germany,United Kingdom -> Germany,GBP,EUR,311.07,2.77,313.84,1.17,0.0107,1.157481,360.06,3.33,7
561002,13750,2011-07-22 14:39:00,United Kingdom,India,United Kingdom -> India,GBP,INR,325.44,1.37,326.81,105.0,0.0047,104.5065,34010.6,1.53,1
561003,13079,2011-07-22 14:41:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,23.8,0.81,24.61,1150.0,0.0051,1144.135,27230.41,0.12,1
561004,15189,2011-07-22 14:47:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,304.87,2.9,307.77,1150.0,0.0051,1144.135,348812.44,1.55,8
561005,17961,2011-07-22 14:53:00,United Kingdom,France,United Kingdom -> France,GBP,EUR,134.44,1.39,135.83,1.17,0.0094,1.159002,155.82,1.26,21
561006,16161,2011-07-22 15:02:00,United Kingdom,Bangladesh,United Kingdom -> Bangladesh,GBP,BDT,469.9,3.43,473.33,139.0,0.009,137.749,64728.26,4.23,26
561007,15640,2011-07-22 15:21:00,United Kingdom,USA,United Kingdom -> USA,GBP,USD,649.46,2.79,652.25,1.27,0.0101,1.257173,816.48,6.56,29
561008,18150,2011-07-22 15:43:00,United Kingdom,Poland,United Kingdom -> Poland,GBP,PLN,185.7,1.52,187.22,5.05,0.0123,4.987885,926.25,2.28,12
561009,15856,2011-07-22 16:03:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,489.6,4.65,494.25,1150.0,0.0051,1144.135,560168.5,2.5,15
561010,18262,2011-07-22 16:04:00,United Kingdom,France,United Kingdom -> France,GBP,EUR,149.48,1.39,150.87,1.17,0.0094,1.159002,173.25,1.41,13
561020,13563,2011-07-22 17:21:00,United Kingdom,India,United Kingdom -> India,GBP,INR,310.88,1.37,312.25,105.0,0.0047,104.5065,32488.98,1.46,39
561021,15465,2011-07-24 10:03:00,United Kingdom,Ghana,United Kingdom -> Ghana,GBP,GHS,320.71,1.97,322.68,15.5,0.0124,15.3078,4909.36,3.98,5
561022,14800,2011-07-24 10:24:00,United Kingdom,Germany,United Kingdom -> Germany,GBP,EUR,282.66,2.52,285.18,1.17,0.0107,1.157481,327.17,3.02,20
561023,13576,2011-07-24 10:30:00,United Kingdom,Poland,United Kingdom -> Poland,GBP,PLN,354.24,2.9,357.14,5.05,0.0123,4.987885,1766.91,4.36,3
561024,12916,2011-07-24 10:35:00,United Kingdom,India,United Kingdom -> India,GBP,INR,693.37,2.91,696.28,105.0,0.0047,104.5065,72461.67,3.26,26
561025,16241,2011-07-24 10:37:00,United Kingdom,France,United Kingdom -> France,GBP,EUR,196.28,1.39,197.67,1.17,0.0094,1.159002,227.49,1.85,71
561026,17265,2011-07-24 10:49:00,United Kingdom,Kenya,United Kingdom -> Kenya,GBP,KES,178.81,1.05,179.86,200.0,0.014,197.2,35261.33,2.5,50
561027,13802,2011-07-24 10:54:00,United Kingdom,USA,United Kingdom -> USA,GBP,USD,1468.36,6.31,1474.67,1.27,0.0101,1.257173,1845.98,14.83,12
561028,17769,2011-07-24 11:06:00,United Kingdom,India,United Kingdom -> India,GBP,INR,319.85,1.37,321.22,105.0,0.0047,104.5065,33426.4,1.5,24
561029,12490,2011-07-24 11:25:00,France,Nigeria,France -> Nigeria,GBP,NGN,412.93,2.64,415.57,1150.0,0.0143,1133.555,468078.87,5.9,24
561030,16407,2011-07-24 11:25:00,United Kingdom,Germany,United Kingdom -> Germany,GBP,EUR,265.87,2.37,268.24,1.17,0.0107,1.157481,307.74,2.84,23
561031,13461,2011-07-24 11:32:00,United Kingdom,Germany,United Kingdom -> Germany,GBP,EUR,307.8,2.74,310.54,1.17,0.0107,1.157481,356.27,3.29,5
561032,13029,2011-07-24 11:37:00,United Kingdom,Poland,United Kingdom -> Poland,GBP,PLN,390.7,3.2,393.9,5.05,0.0123,4.987885,1948.77,4.81,6
561033,14443,2011-07-24 11:40:00,United Kingdom,Bangladesh,United Kingdom -> Bangladesh,GBP,BDT,383.12,2.8,385.92,139.0,0.009,137.749,52774.4,3.45,26
561034,15506,2011-07-24 11:45:00,United Kingdom,Pakistan,United Kingdom -> Pakistan,GBP,PKR,209.35,1.11,210.46,355.0,0.0123,350.6335,73405.12,2.58,53
561035,17312,2011-07-24 11:52:00,United Kingdom,Germany,United Kingdom -> Germany,GBP,EUR,244.8,2.18,246.98,1.17,0.0107,1.157481,283.35,2.62,1
561036,13137,2011-07-24 11:54:00,United Kingdom,Germany,United Kingdom -> Germany,GBP,EUR,301.39,2.68,304.07,1.17,0.0107,1.157481,348.85,3.22,74
561037,12472,2011-07-24 11:55:00,Germany,Philippines,Germany -> Philippines,GBP,PHP,612.1,3.18,615.28,71.0,0.0139,70.0131,42855.02,8.51,43
561038,17114,2011-07-24 11:58:00,United Kingdom,Kenya,United Kingdom -> Kenya,GBP,KES,112.0,0.66,112.66,200.0,0.014,197.2,22086.4,1.57,13
561039,16525,2011-07-24 12:02:00,United Kingdom,Pakistan,United Kingdom -> Pakistan,GBP,PKR,452.42,2.4,454.82,355.0,0.0123,350.6335,158633.61,5.56,8
561040,12431,2011-07-24 12:05:00,Australia,Philippines,Australia -> Philippines,GBP,PHP,505.46,2.07,507.53,71.0,0.0105,70.2545,35510.84,5.31,20
561042,16305,2011-07-24 12:18:00,United Kingdom,Poland,United Kingdom -> Poland,GBP,PLN,361.22,2.96,364.18,5.05,0.0123,4.987885,1801.72,4.44,22
561043,15708,2011-07-24 12:20:00,United Kingdom,Philippines,United Kingdom -> Philippines,GBP,PHP,632.13,4.36,636.49,71.0,0.0075,70.4675,44544.62,4.74,44
561044,13831,2011-07-24 12:26:00,United Kingdom,Romania,United Kingdom -> Romania,GBP,RON,357.4,2.93,360.33,5.8,0.0141,5.71822,2043.69,5.04,6
561045,17522,2011-07-24 12:29:00,United Kingdom,Romania,United Kingdom -> Romania,GBP,RON,124.71,1.02,125.73,5.8,0.0141,5.71822,713.12,1.76,8
561046,16218,2011-07-24 12:33:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,452.0,4.29,456.29,1150.0,0.0051,1144.135,517149.02,2.31,6
561047,16948,2011-07-24 12:46:00,United Kingdom,Pakistan,United Kingdom -> Pakistan,GBP,PKR,194.48,1.03,195.51,355.0,0.0123,350.6335,68191.2,2.39,9
561048,12939,2011-07-24 12:51:00,United Kingdom,Germany,United Kingdom -> Germany,GBP,EUR,761.76,6.78,768.54,1.17,0.0107,1.157481,881.72,8.15,5
561049,12864,2011-07-24 13:03:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,147.12,1.4,148.52,1150.0,0.0051,1144.135,168325.14,0.75,3
561050,16558,2011-07-24 13:06:00,United Kingdom,France,United Kingdom -> France,GBP,EUR,403.05,2.54,405.59,1.17,0.0094,1.159002,467.14,3.79,30
561051,16684,2011-07-24 13:11:00,United Kingdom,Kenya,United Kingdom -> Kenya,GBP,KES,7138.12,42.11,7180.23,200.0,0.014,197.2,1407637.26,99.93,28
561052,16684,2011-07-24 13:12:00,United Kingdom,Kenya,United Kingdom -> Kenya,GBP,KES,711.84,4.2,716.04,200.0,0.014,197.2,140374.85,9.97,5
561053,16684,2011-07-24 13:13:00,United Kingdom,Kenya,United Kingdom -> Kenya,GBP,KES,324.0,1.91,325.91,200.0,0.014,197.2,63892.8,4.54,2
561054,18229,2011-07-24 13:13:00,United Kingdom,France,United Kingdom -> France,GBP,EUR,426.22,2.69,428.91,1.17,0.0094,1.159002,493.99,4.01,13
561055,16684,2011-07-24 13:14:00,United Kingdom,Kenya,United Kingdom -> Kenya,GBP,KES,201.6,1.19,202.79,200.0,0.014,197.2,39755.52,2.82,1
561056,13477,2011-07-24 13:17:00,United Kingdom,France,United Kingdom -> France,GBP,EUR,133.76,1.39,135.15,1.17,0.0094,1.159002,155.03,1.26,8
561057,17935,2011-07-24 13:18:00,United Kingdom,Poland,United Kingdom -> Poland,GBP,PLN,11.22,1.44,12.66,5.05,0.0123,4.987885,55.96,0.14,2
561058,17724,2011-07-24 13:26:00,United Kingdom,India,United Kingdom -> India,GBP,INR,373.1,1.57,374.67,105.0,0.0047,104.5065,38991.38,1.75,11
561060,17703,2011-07-24 13:30:00,United Kingdom,Pakistan,United Kingdom -> Pakistan,GBP,PKR,229.14,1.21,230.35,355.0,0.0123,350.6335,80344.16,2.82,17
561062,16668,2011-07-24 13:56:00,United Kingdom,Germany,United Kingdom -> Germany,GBP,EUR,19.5,1.89,21.39,1.17,0.0107,1.157481,22.57,0.21,1
561063,12763,2011-07-24 14:12:00,Japan,India,Japan -> India,GBP,INR,174.0,2.07,176.07,105.0,0.0149,103.4355,17997.78,2.59,2
561064,18109,2011-07-24 14:16:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,136.6,1.3,137.9,1150.0,0.0051,1144.135,156288.84,0.7,6
561065,14180,2011-07-24 14:18:00,United Kingdom,Romania,United Kingdom -> Romania,GBP,RON,101.05,0.83,101.88,5.8,0.0141,5.71822,577.83,1.42,6
561066,16710,2011-07-24 14:21:00,United Kingdom,Philippines,United Kingdom -> Philippines,GBP,PHP,206.25,1.42,207.67,71.0,0.0075,70.4675,14533.92,1.55,40
561067,14397,2011-07-24 14:26:00,United Kingdom,Ghana,United Kingdom -> Ghana,GBP,GHS,99.96,1.97,101.93,15.5,0.0124,15.3078,1530.17,1.24,3
561068,13116,2011-07-24 14:33:00,United Kingdom,Poland,United Kingdom -> Poland,GBP,PLN,501.14,4.11,505.25,5.05,0.0123,4.987885,2499.63,6.16,30
561070,16782,2011-07-24 15:23:00,United Kingdom,India,United Kingdom -> India,GBP,INR,136.65,1.37,138.02,105.0,0.0047,104.5065,14280.81,0.64,7
561071,14057,2011-07-24 15:39:00,United Kingdom,USA,United Kingdom -> USA,GBP,USD,440.26,1.89,442.15,1.27,0.0101,1.257173,553.48,4.45,17
561072,14019,2011-07-24 15:39:00,United Kingdom,France,United Kingdom -> France,GBP,EUR,384.29,2.42,386.71,1.17,0.0094,1.159002,445.39,3.61,25
561073,13408,2011-07-24 15:46:00,United Kingdom,Poland,United Kingdom -> Poland,GBP,PLN,1104.31,9.06,1113.37,5.05,0.0123,4.987885,5508.17,13.58,24
561074,13037,2011-07-24 15:46:00,United Kingdom,Ghana,United Kingdom -> Ghana,GBP,GHS,303.75,1.97,305.72,15.5,0.0124,15.3078,4649.74,3.77,15
561075,16458,2011-07-24 15:51:00,United Kingdom,Poland,United Kingdom -> Poland,GBP,PLN,185.0,1.52,186.52,5.05,0.0123,4.987885,922.76,2.28,11
561076,17696,2011-07-24 15:52:00,United Kingdom,Pakistan,United Kingdom -> Pakistan,GBP,PKR,402.08,2.13,404.21,355.0,0.0123,350.6335,140982.72,4.95,13
561077,17649,2011-07-24 15:53:00,United Kingdom,India,United Kingdom -> India,GBP,INR,868.49,3.65,872.14,105.0,0.0047,104.5065,90762.85,4.08,52
561078,16178,2011-07-24 16:05:00,United Kingdom,Philippines,United Kingdom -> Philippines,GBP,PHP,197.9,1.42,199.32,71.0,0.0075,70.4675,13945.52,1.48,8
561079,13956,2011-07-24 16:12:00,United Kingdom,Germany,United Kingdom -> Germany,GBP,EUR,386.6,3.44,390.04,1.17,0.0107,1.157481,447.48,4.14,55
561081,13230,2011-07-24 16:15:00,United Kingdom,Ghana,United Kingdom -> Ghana,GBP,GHS,148.96,1.97,150.93,15.5,0.0124,15.3078,2280.25,1.85,25
561082,13230,2011-07-24 16:18:00,United Kingdom,Ghana,United Kingdom -> Ghana,GBP,GHS,5.04,1.97,7.01,15.5,0.0124,15.3078,77.15,0.06,1
561084,14948,2011-07-25 08:50:00,United Kingdom,France,United Kingdom -> France,GBP,EUR,265.27,1.67,266.94,1.17,0.0094,1.159002,307.45,2.49,21
561085,14367,2011-07-25 09:26:00,United Kingdom,France,United Kingdom -> France,GBP,EUR,929.53,5.86,935.39,1.17,0.0094,1.159002,1077.33,8.74,50
561087,15144,2011-07-25 09:48:00,United Kingdom,Ghana,United Kingdom -> Ghana,GBP,GHS,261.42,1.97,263.39,15.5,0.0124,15.3078,4001.77,3.24,14
561088,15144,2011-07-25 09:50:00,United Kingdom,Ghana,United Kingdom -> Ghana,GBP,GHS,62.4,1.97,64.37,15.5,0.0124,15.3078,955.21,0.77,3
